"trial","trial_ref","year","host_genotype","location","row_spacing","n","planting_date","first_sign_disease","fungicide_ai","fungicide_application_1","fungicide_application_2","fungicide_application_3","total_fungicide","dose_ai.ha","grain_yield.t.ha","yield_error","yield_gain","prop_yield_gain","PM_final_severity","PM_final_severity_error","Y_Msquare","Inc_Ms","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","dose","fungicide_timing_1","fungicide_timing_2","fungicide_timing_3","cluster_1","cluster_2","cluster_3","spray_management","D_pres"
"mung1011/01_2011_Hermitage_Berken_0.75_lowDose","mung1011/01",2011,"Berken","Hermitage",0.75,6,2011-01-24,2011-03-28,"control",NA,NA,NA,0,0,1.6618554,0.0137647630583489,NA,NA,4.666666667,0.516397779,0.123816670755001,1568,38.5,5.42217668469038,77,10.8443533693808,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"mung1011/01_2011_Hermitage_Berken_0.75_lowDose","mung1011/01",2011,"Berken","Hermitage",0.75,3,2011-01-24,2011-03-28,"tebuconazole",2011-03-28,NA,NA,1,62.35,1.7693124,0.0377989656994327,0.2445887,0.160415096846727,2,0,0.123816670755001,1568,10.5,0,21,0,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"mung1011/01_2011_Hermitage_Crystal_0.75_lowDose","mung1011/01",2011,"Crystal","Hermitage",0.75,6,2011-01-24,2011-03-28,"control",NA,NA,NA,0,0,1.387592,0.0154915785431289,NA,NA,5,0,0.123816670755001,1568,42,0,84,0,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"mung1011/01_2011_Hermitage_Crystal_0.75_lowDose","mung1011/01",2011,"Crystal","Hermitage",0.75,3,2011-01-24,2011-03-28,"tebuconazole",2011-03-28,NA,NA,1,62.35,1.543895467,0.0164675679223445,0.019171767,0.0125739286403169,2.333333333,0.577350269,0.123816670755001,1568,14,6.06217782649107,28,12.1243556529821,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"mung1011/02_2011_Kingaroy_Berken_0.75_lowDose","mung1011/02",2011,"Berken","Kingaroy",0.75,6,2011-02-02,2011-03-22,"control",NA,NA,NA,0,0,0.79846,0.022813974255132,NA,NA,8,0,0.05400643395,17810.8472222222,211,10.5,254.333333333333,10.6926766215636,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1011/02_2011_Kingaroy_Crystal_0.75_lowDose","mung1011/02",2011,"Crystal","Kingaroy",0.75,6,2011-02-02,2011-03-22,"control",NA,NA,NA,0,0,0.79846,0.027289885594608,NA,NA,7.666666667,0.577350269,0.05400643395,17810.8472222222,173.166666666667,16.1658075373095,219.333333333333,20.2072594216369,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1011/02_2011_Kingaroy_Berken_0.75_lowDose","mung1011/02",2011,"Berken","Kingaroy",0.75,6,2011-02-02,2011-03-22,"tebuconazole",2011-03-23,NA,NA,1,62.35,1.05857,0.00679698230197897,0.26011,0.325764596848934,5.333333333,1.154700538,0.05400643395,17810.8472222222,96.3333333333333,10.7509689485801,123.666666666667,14.5716619962629,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1011/02_2011_Kingaroy_Crystal_0.75_lowDose","mung1011/02",2011,"Crystal","Kingaroy",0.75,6,2011-02-02,2011-03-22,"tebuconazole",2011-03-23,NA,NA,1,62.35,0.730195,0.0349196647471777,-0.0682649999999999,-0.085495829471733,4.333333333,0.577350269,0.05400643395,17810.8472222222,50.3333333333333,9.07377172587747,77,7,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1011/02_2011_Kingaroy_Berken_0.75_lowDose","mung1011/02",2011,"Berken","Kingaroy",0.75,6,2011-02-02,2011-03-22,"tebuconazole",2011-03-23,2011-04-13,NA,2,62.35,0.986235,0.0214610258634557,0.187775,0.235171455050973,3.333333333,0.577350269,0.05400643395,17810.8472222222,55.3333333333333,4.04145188432738,67.6666666666667,8.08290376865476,"lowDose","1","21",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1011/02_2011_Kingaroy_Crystal_0.75_lowDose","mung1011/02",2011,"Crystal","Kingaroy",0.75,6,2011-02-02,2011-03-22,"tebuconazole",2011-03-23,2011-04-13,NA,2,62.35,0.87542,0.0813156222025594,0.07696,0.0963855421686747,4,0,0.05400643395,17810.8472222222,45.5,6.06217782649107,67.6666666666667,8.08290376865476,"lowDose","1","21",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_lowDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"control",NA,NA,NA,0,0,0.738,NA,NA,NA,7.5,0.95,NA,NA,169,NA,338,NA,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_lowDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"tebuconazole",2012-04-02,NA,NA,1,62.35,0.81,NA,0.0720000000000001,0.0975609756097562,4.3,0.95,NA,NA,85.8,NA,171.6,NA,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_lowDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"tebuconazole",2012-04-02,2012-04-16,NA,2,62.35,0.948,NA,0.21,0.284552845528455,3.3,0.95,NA,NA,59.8,NA,119.6,NA,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_lowDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"propiconazole",2012-04-02,NA,NA,1,62.5,0.91,NA,0.172,0.233062330623306,6.3,0.95,NA,NA,137.8,NA,275.6,NA,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_lowDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"propiconazole",2012-04-02,2012-04-16,NA,2,62.5,0.925,NA,0.187,0.253387533875339,3.3,0.95,NA,NA,59.8,NA,119.6,NA,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_highDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"propiconazole",2012-04-02,NA,NA,1,125,0.86,NA,0.122,0.165311653116531,5.3,0.95,NA,NA,111.8,NA,223.6,NA,"highDose","0",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1112/01_2012_Gatton_Crystal_0.75_highDose","mung1112/01",2012,"Crystal","Gatton",0.75,3,2012-02-20,2012-04-02,"propiconazole",2012-04-02,2012-04-16,NA,2,125,0.944,NA,0.206,0.279132791327913,2,0.95,NA,NA,26,NA,52,NA,"highDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_lowDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"control",NA,NA,NA,0,0,0.751,0.0105069468148756,NA,NA,8,1.3,NA,NA,196,NA,392,NA,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_lowDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"tebuconazole",2012-03-13,NA,NA,1,62.35,1.09,0.0105069468148756,0.339,0.451398135818908,8,1.3,NA,NA,196,NA,392,NA,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_lowDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"tebuconazole",2012-03-13,2012-03-30,NA,2,62.35,1.098,0.0105069468148756,0.347,0.462050599201065,4.3,1.3,NA,NA,92.4,NA,184.8,NA,"lowDose","1","17",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_lowDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"propiconazole",2012-03-13,NA,NA,1,62.5,1.036,0.0105069468148756,0.285,0.379494007989348,7.7,1.3,NA,NA,187.6,NA,375.2,NA,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_lowDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"propiconazole",2012-03-13,2012-03-30,NA,2,62.5,1.201,0.0105069468148756,0.45,0.599201065246338,4.7,1.3,NA,NA,103.6,NA,207.2,NA,"lowDose","1","17",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_highDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"propiconazole",2012-03-13,NA,NA,1,125,1.057,0.0105069468148756,0.306,0.40745672436751,7.3,1.3,NA,NA,176.4,NA,352.8,NA,"highDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1112/02_2012_Kingaroy_Crystal_0.75_highDose","mung1112/02",2012,"Crystal","Kingaroy",0.75,3,2012-02-03,2012-03-12,"propiconazole",2012-03-13,2012-03-30,NA,2,125,1.323,0.0105069468148756,0.572,0.761651131824234,1.7,1.3,NA,NA,19.6,NA,39.2,NA,"highDose","1","17",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"AM1303_2013_Premer_Crystal_NA_lowDose","AM1303",2013,"Crystal","Premer",0.33,3,2012-12-28,2013-02-28,"control",NA,NA,NA,0,0,1.421568627,0.00507283524189792,NA,NA,8,0,0.00981471246813906,417.180555555555,24.5,0,49,0,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"AM1303_2013_Premer_Crystal_NA_lowDose","AM1303",2013,"Crystal","Premer",0.33,3,2012-12-28,2013-02-28,"propiconazole",2013-02-28,NA,NA,1,62.5,1.450163399,0.0547832831177241,0.0285947719999999,0.0201149430684502,7.833333333,0.288675135,0.00981471246813906,417.180555555555,23.9166666666667,1.01036297108185,47.8333333333333,2.02072594216369,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"AM1303_2013_Premer_Crystal_NA_lowDose","AM1303",2013,"Crystal","Premer",0.33,3,2012-12-28,2013-02-28,"propiconazole",2013-02-28,2013-03-19,NA,2,62.5,1.344635076,0.0523984389131448,-0.076933551,-0.0541187738240653,2.166666667,0.288675135,0.00981471246813906,417.180555555555,4.08333333333333,1.01036297108185,8.16666666666667,2.02072594216369,"lowDose","0","19",NA,"Recommended","Late",NA,"Recommended_plus","lowD"
"AM1303_2013_Premer_Crystal_NA_lowDose","AM1303",2013,"Crystal","Premer",0.33,3,2012-12-28,2013-02-28,"propiconazole",2013-02-28,2013-03-19,2013-03-31,3,62.5,1.33374183,0.0219391780247272,-0.0878267970000002,-0.0617816089437377,2,0.866025404,0.00981471246813906,417.180555555555,3.5,3.03108891324554,7,6.06217782649107,"lowDose","0","19","12","Recommended","Late","Early","Recommended_plus","lowD"
"BB1305_2013_Millmerran_Crystal_0.33_lowDose","BB1305",2013,"Crystal","Millmerran",0.33,4,2013-01-12,2013-03-13,"control",NA,NA,NA,0,0,0.802083333,0.00308925656512856,NA,NA,8,0,0.00317486063052673,14556.5104166667,153.625,35.9968169889135,213.75,33.3629035507003,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"BB1305_2013_Millmerran_Crystal_0.33_lowDose","BB1305",2013,"Crystal","Millmerran",0.33,4,2013-01-12,2013-03-13,"propiconazole",2013-03-13,NA,NA,1,62.5,0.802696078,0.00442738369303374,0.00061274499999997,0.000763941818499263,8,0,0.00317486063052673,14556.5104166667,66.5,0,133,0,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"BB1305_2013_Millmerran_Crystal_0.33_lowDose","BB1305",2013,"Crystal","Millmerran",0.33,4,2013-01-12,2013-03-13,"propiconazole",2013-03-13,2013-03-21,NA,2,62.5,0.771446078,0.00729436999738305,-0.030637255,-0.0381970971587313,5.625,2.174664725,0.00317486063052673,14556.5104166667,49.0625,27.8443403884284,92.625,47.4207672509278,"lowDose","0","8",NA,"Recommended","Early",NA,"Recommended_plus","highD"
"BB1305_2013_Millmerran_Crystal_0.33_lowDose","BB1305",2013,"Crystal","Millmerran",0.33,4,2013-01-12,2013-03-13,"propiconazole",2013-03-13,2013-03-21,2013-03-28,3,62.5,0.743872549,0.015000240261819,-0.058210784,-0.0725744839782128,1.625,0.75,0.00317486063052673,14556.5104166667,11.0625,14.3008959509536,16.625,19.5847517216839,"lowDose","0","8","7","Recommended","Early","Early","Recommended_plus","highD"
"AM1304_2013_Marys Mount_Crystal_1_lowDose","AM1304",2013,"Crystal","Marys Mount",1,4,2012-12-24,2013-03-16,"control",NA,NA,NA,0,0,1.09375,0.00799289837586612,NA,NA,3,1,0.019650324836153,1811.83680555555,47.125,27.7139405354056,73.625,40.5840177902583,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"AM1304_2013_Marys Mount_Crystal_1_lowDose","AM1304",2013,"Crystal","Marys Mount",1,3,2012-12-24,2013-03-16,"propiconazole",2013-02-28,NA,NA,1,62.5,1.265432099,0.00928783723897748,0.171682099,0.156966490514286,3.166666667,1.154700538,0.019650324836153,1811.83680555555,30.5833333333333,17.0391705588427,53.8333333333333,29.022979401387,"lowDose","-16",NA,NA,"Early",NA,NA,"Early","lowD"
"AM1305_2013_Goolhi_Crystal_0.33_lowDose","AM1305",2013,"Crystal","Goolhi",0.33,4,2013-01-23,2013-03-25,"control",NA,NA,NA,0,0,0.694444444,0.00925925928525202,NA,NA,7,4,0.010352366255144,21560.3541666667,161,32.8836332137027,218.875,66.7037917462968,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"AM1305_2013_Goolhi_Crystal_0.33_lowDose","AM1305",2013,"Crystal","Goolhi",0.33,4,2013-01-23,2013-03-25,"propiconazole",2013-03-28,NA,NA,1,62.5,0.652777778,0.00282921812025603,-0.041666666,-0.0599999990784,3.75,2.783882181,0.010352366255144,21560.3541666667,37.375,18.237438599394,61.625,40.6906520796444,"lowDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"AM1305_2013_Goolhi_Crystal_0.33_lowDose","AM1305",2013,"Crystal","Goolhi",0.33,4,2013-01-23,2013-03-25,"propiconazole",2013-03-28,2013-04-13,NA,2,62.5,0.722222222,0.0298353910418946,0.0277777779999999,0.0400000003455999,2.75,3.5,0.010352366255144,21560.3541666667,14.875,29.75,29.75,59.5,"lowDose","3","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"AM1305_2013_Goolhi_Crystal_0.33_lowDose","AM1305",2013,"Crystal","Goolhi",0.33,4,2013-01-23,2013-03-25,"propiconazole",2013-03-28,2013-04-13,2013-04-27,3,62.5,0.604166667,0.00585133739058123,-0.0902777770000001,-0.1299999989632,1,0,0.010352366255144,21560.3541666667,0,0,0,0,"lowDose","3","16","14","Recommended","Recommended","Recommended","Recommended_plus","highD"
"mung1415/01_2015_Hermitage_Jade_0.75_lowDose","mung1415/01",2015,"Jade","Hermitage",0.75,5,2015-01-19,2015-03-16,"control",NA,NA,NA,0,0,2.044947969,0.031852060249817,NA,NA,7.8,0.447213595,0.0398494193468165,2530.57333333333,82.6,12.5319591445233,110.6,15.1756383720752,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"mung1415/01_2015_Hermitage_Jade_0.75_lowDose","mung1415/01",2015,"Jade","Hermitage",0.75,5,2015-01-19,2015-03-16,"tebuconazole",2015-03-17,NA,NA,1,62.35,2.018320816,0.0277438572506359,-0.0266271529999997,-0.0130209440062285,6.6,0.547722558,0.0398494193468165,2530.57333333333,61.8,3.32791225845875,86.8,6.26099033699941,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"mung1415/01_2015_Hermitage_Jade_0.75_lowDose","mung1415/01",2015,"Jade","Hermitage",0.75,5,2015-01-19,2015-03-16,"tebuconazole",2015-03-17,2015-03-31,NA,2,62.35,2.152443359,0.0615265080588906,0.10749539,0.0525663203316446,5.4,1.140175425,0.0398494193468165,2530.57333333333,55.4,19.8097198364843,75.6,24.9459415536876,"lowDose","1","14",NA,"Recommended","Recommended",NA,"Recommended_plus","lowD"
"mung1415/01_2015_Hermitage_Jade_0.75_lowDose","mung1415/01",2015,"Jade","Hermitage",0.75,5,2015-01-19,2015-03-16,"tebuconazole",2015-03-24,NA,NA,1,62.35,2.123954192,0.0037754514038688,0.0790062229999999,0.0386348328650312,6.6,0.547722558,0.0398494193468165,2530.57333333333,79.4,5.30801281083609,105,7,"lowDose","8",NA,NA,"Late",NA,NA,"Late","lowD"
"mung1415/01_2015_Hermitage_Jade_0.75_lowDose","mung1415/01",2015,"Jade","Hermitage",0.75,5,2015-01-19,2015-03-16,"tebuconazole",2015-03-23,2015-04-07,NA,2,62.35,2.175522296,0.013547480596386,0.130574327,0.0638521512426804,6.4,0.547722558,0.0398494193468165,2530.57333333333,73.7,7.2852590894216,98,8.57321409974112,"lowDose","7","15",NA,"Late","Recommended",NA,"Late_plus","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"control",NA,NA,NA,0,0,0.805,NA,NA,NA,4.5,NA,NA,NA,77,NA,154,NA,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"tebuconazole",2016-03-17,NA,NA,1,62.35,0.87,NA,0.0649999999999999,0.0807453416149068,3.5,NA,NA,NA,55,NA,110,NA,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"tebuconazole",2016-03-17,2016-03-31,NA,2,62.35,0.833,NA,0.0279999999999999,0.0347826086956521,2.5,NA,NA,NA,33,NA,66,NA,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"tebuconazole",2016-03-17,2016-03-31,NA,2,62.35,0.848,NA,0.0429999999999999,0.0534161490683229,2.8,NA,NA,NA,39.6,NA,79.2,NA,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"tebuconazole",2016-03-17,NA,NA,1,62.35,0.926,NA,0.121,0.150310559006211,3.3,NA,NA,NA,50.6,NA,101.2,NA,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"tebuconazole",2016-03-17,2016-03-31,NA,2,62.35,0.805,NA,0,0,2.8,NA,NA,NA,39.6,NA,79.2,NA,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","lowD"
"mung1516/03_2016_Emerald_Jade_0.75_lowDose","mung1516/03",2016,"Jade","Emerald",0.75,4,2016-02-12,2016-03-17,"tebuconazole",2016-04-05,2016-04-20,NA,2,62.35,0.784,NA,-0.021,-0.0260869565217392,4.5,NA,NA,NA,77,NA,154,NA,"lowDose","19","15",NA,"Late","Recommended",NA,"Late_plus","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"control",NA,NA,NA,0,0,1.802901496,0.016466115303811,NA,NA,8,NA,0.156540054713087,546.872023809523,119.625,NA,188.75,NA,"lowDose","control","control","control","Late",NA,NA,"control","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"tebuconazole",2016-03-17,NA,NA,1,62.35,2.215924265,0.00829447420459202,0.413022769,0.229087817563162,6.25,NA,0.156540054713087,546.872023809523,71.75,NA,120,NA,"lowDose","9",NA,NA,"Late",NA,NA,"Late","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"tebuconazole",2016-03-17,2016-03-30,NA,2,62.35,2.370054229,0.00374645182672676,0.567152733,0.314577770476263,4.5,NA,0.156540054713087,546.872023809523,61.75,NA,97.5,NA,"lowDose","9","13",NA,"Late","Recommended",NA,"Late_plus","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"tebuconazole",2016-03-17,2016-03-30,2016-04-13,3,62.35,2.292995013,0.0005398294436929,0.490093517,0.271835992197768,3,NA,0.156540054713087,546.872023809523,50.5,NA,75,NA,"lowDose","9","13","14","Late","Recommended","Recommended","Late_plus","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"tebuconazole",2016-03-08,NA,NA,1,62.35,2.141427103,0.0150574518061985,0.338525607,0.187767111931,4,NA,0.156540054713087,546.872023809523,61.125,NA,93.75,NA,"lowDose","0",NA,NA,"Recommended",NA,NA,"Recommended","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"tebuconazole",2016-03-08,2016-03-22,NA,2,62.35,2.338146562,0.00461464480860533,0.535245066,0.296879816888232,7.5,NA,0.156540054713087,546.872023809523,64.375,NA,116.25,NA,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","lowD"
"mung1516/01_2016_Hermitage_Jade_0.75_lowDose","mung1516/01",2016,"Jade","Hermitage",0.75,4,2016-02-03,2016-03-08,"tebuconazole",2016-03-17,2016-03-30,NA,2,62.35,2.334551408,0.00195922874960698,0.531649912,0.294885723473824,6.5,NA,0.156540054713087,546.872023809523,53.75,NA,97.5,NA,"lowDose","9","13",NA,"Late","Recommended",NA,"Late_plus","lowD"
"mung1516/02_2016_Kingaroy_Jade_0.75_lowDose","mung1516/02",2016,"Jade","Kingaroy",0.75,4,2016-02-11,2016-03-09,"control",NA,NA,NA,0,0,0.810740008,0.0431215272478452,NA,NA,8.25,NA,0.0264879032816503,2217.90476190476,172,NA,172,NA,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1516/02_2016_Kingaroy_Jade_0.75_lowDose","mung1516/02",2016,"Jade","Kingaroy",0.75,4,2016-02-11,2016-03-09,"tebuconazole",2016-03-22,NA,NA,1,62.35,1.03085097,0.01832469983025,0.220110962,0.271493894254692,7,NA,0.0264879032816503,2217.90476190476,113.5,NA,113.5,NA,"lowDose","13",NA,NA,"Late",NA,NA,"Late","highD"
"mung1516/02_2016_Kingaroy_Jade_0.75_lowDose","mung1516/02",2016,"Jade","Kingaroy",0.75,4,2016-02-11,2016-03-09,"tebuconazole",2016-03-22,2016-04-05,NA,2,62.35,1.033918558,0.0139856839888551,0.22317855,0.27527758319286,2.25,NA,0.0264879032816503,2217.90476190476,47,NA,47,NA,"lowDose","13","14",NA,"Late","Recommended",NA,"Late_plus","highD"
